from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
WATE2,9140,2,0,HVL__0__2614__RAIL__Rail_MTuWThF-XHol_20260419,170__0__113__TZM__421__421_20260419
9001,PETO1,2,0,150__1__148__TZM__438__438_20260419,MEL__1__5641__RAIL__Rail_MEL_WEST_20260419
9001,PETO1,2,0,150__1__148__TZM__438__3__438__3_20260419,MEL__1__5641__RAIL__Rail_MEL_WEST_20260419
PETO2,9001,2,0,HVL__0__2634__RAIL__Rail_MTuWThF-XHol_20260419,150__0__119__TZM__417__1__417__1_20260419
PORI2,2001,2,0,KPL__0__6456__RAIL__Rail_SaSu_+_Hol_20260419,210__0__719__TZM__303__2__303__2_20260419
PORI2,2001,2,0,KPL__0__8220__RAIL__Rail_MTuWThF-XHol_20260419,220__0__191__TZM__303__8__303__8_20260419
PORI2,2001,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol_20260419,220__0__191__TZM__303__8__303__8_20260419
9001,PETO1,2,0,154__0__127__TZM__410__1__410__1_20260419,HVL__1__3633__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_SaSu_+_Hol_20260419,210__0__417__TZM__307__1__307__1_20260419
2003,PORI1,2,0,210__1__108__TZM__306__3__306__3_20260419,KPL__1__8207__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,210__1__108__TZM__306__4__306__4_20260419,KPL__1__8207__RAIL__Rail_MTuWThF-XHol_20260419
1006,PARA1,2,0,261__1__104__UZM__4013__1__4013__1_20260419,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,149__0__103__TZM__422__422_20260419,HVL__1__4609__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2003,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol_20260419,220__1__162__TZM__313__1__313__1_20260419
PETO2,9001,2,0,HVL__0__3822__RAIL__Rail_SaSu_+_Hol_20260419,154__0__405__TZM__403__2__403__2_20260419
9001,PETO1,2,0,154__0__125__TZM__420__420_20260419,HVL__1__4619__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20260419,130__0__427__TZM__417__417_20260419
2002,PORI1,2,0,236__1__708__TZM__302__2__302__2_20260419,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20260419
2002,PORI1,2,0,236__1__410__TZM__310__1__310__1_20260419,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20260419
8580,UPPE,2,240,110__1__732__TZM__506__506_20260419,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260419
8580,UPPE,2,240,110__1__460__TZM__509__509_20260419,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260419
9416,SILV,2,240,115__0__129__TZM__510__1__510__1_20260419,HVL__1__3635__RAIL__Rail_MTuWThF-XHol_20260419
3081,3081,2,240,19__0__175__TZM__226__226_20260419,1__1__290__TZM__216__3__216__3_20260419
6055,6017,2,240,1__1__500__TZM__214__2__214__2_20260419,23__0__427__TZM__101__2__101__2_20260419
8140,WATE1,2,0,170__0__149__TZM__527__527_20260419,HVL__1__3619__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,112__1__422__TZM__505__1__505__1_20260419,HVL__1__3859__RAIL__Rail_SaSu_+_Hol_20260419
UPPE,8579,2,240,HVL__0__3824__RAIL__Rail_SaSu_+_Hol_20260419,110__0__705__TZM__504__504_20260419
PARA2,1004,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol_20260419,260__0__169__UZM__4047__1__4047__1_20260419
PORI2,2001,2,0,KPL__0__6214__RAIL__Rail_MTuWThF-XHol_20260419,226__0__103__TZM__309__4__309__4_20260419
PORI2,2001,2,0,KPL__0__6214__RAIL__Rail_MTuWThF-XHol_20260419,226__0__103__TZM__309__8__309__8_20260419
8297,TAIT1,2,0,121__1__116__TZM__425__425_20260419,HVL__1__2629__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,111__0__139__TZM__523__1__523__1_20260419,HVL__1__3625__RAIL__Rail_MTuWThF-XHol_20260419
8140,WATE1,2,0,170__0__141__TZM__421__421_20260419,HVL__1__3607__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9297,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol_20260419,121__0__127__TZM__425__425_20260419
8251,TAIT1,2,0,120__1__470__TZM__410__410_20260419,HVL__1__3851__RAIL__Rail_SaSu_+_Hol_20260419
8140,WATE1,2,0,160__1__146__TZM__416__1__416__1_20260419,HVL__1__3619__RAIL__Rail_MTuWThF-XHol_20260419
6055,6017,2,240,1__1__758__TZM__214__1__214__1_20260419,23__0__715__TZM__117__1__117__1_20260419
3081,3081,2,240,19__0__195__TZM__136__136_20260419,1__1__248__TZM__108__6__108__6_20260419
1006,PARA1,2,0,250__0__105__UZM__4007__1__4007__1_20260419,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20260419
PETO2,9001,2,0,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20260419,150__0__415__TZM__418__418_20260419
8140,WATE1,2,0,160__1__138__TZM__605__3__605__3_20260419,HVL__1__3607__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9297,2,0,HVL__0__3844__RAIL__Rail_SaSu_+_Hol_20260419,121__0__417__TZM__406__1__406__1_20260419
PORI2,2001,2,0,KPL__0__6320__RAIL__Rail_MTuWThF-XHol_20260419,226__0__135__TZM__320__320_20260419
2003,PORI1,2,0,220__1__112__TZM__316__316_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,220__1__112__TZM__316__3__316__3_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,220__1__112__TZM__316__6__316__6_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,220__1__112__TZM__316__7__316__7_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,220__0__119__TZM__302__4__302__4_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,220__0__119__TZM__302__10__302__10_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,236__1__106__TZM__310__2__310__2_20260419,KPL__1__6241__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,236__1__106__TZM__310__5__310__5_20260419,KPL__1__6241__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,236__1__106__TZM__310__6__310__6_20260419,KPL__1__6241__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,236__1__106__TZM__310__7__310__7_20260419,KPL__1__6241__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,236__1__106__TZM__310__11__310__11_20260419,KPL__1__6241__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,110__1__734__TZM__505__505_20260419,HVL__1__3847__RAIL__Rail_SaSu_+_Hol_20260419
8580,UPPE,2,240,110__1__464__TZM__508__1__508__1_20260419,HVL__1__3847__RAIL__Rail_SaSu_+_Hol_20260419
PORI2,2001,2,0,KPL__0__6350__RAIL__Rail_MTuWThF-XHol_20260419,226__0__157__TZM__302__4__302__4_20260419
PORI2,2001,2,0,KPL__0__6350__RAIL__Rail_MTuWThF-XHol_20260419,226__0__157__TZM__302__10__302__10_20260419
WATE2,9140,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol_20260419,160__0__151__TZM__418__1__418__1_20260419
WATE2,9140,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol_20260419,160__0__151__TZM__418__1__418__1_20260419
2003,PORI1,2,0,210__1__108__TZM__306__3__306__3_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,210__1__108__TZM__306__4__306__4_20260419,KPL__1__6217__RAIL__Rail_MTuWThF-XHol_20260419
9001,PETO1,2,0,150__1__150__TZM__405__6__405__6_20260419,HVL__1__3637__RAIL__Rail_MTuWThF-XHol_20260419
8297,TAIT1,2,0,121__1__114__TZM__415__1__415__1_20260419,HVL__1__2623__RAIL__Rail_MTuWThF-XHol_20260419
8297,TAIT1,2,0,121__1__114__TZM__415__6__415__6_20260419,HVL__1__2623__RAIL__Rail_MTuWThF-XHol_20260419
6733,6730,2,120,7__0__125__TZM__115__4__115__4_20260419,27__1__110__TZM__209__6__209__6_20260419
6733,6730,2,120,7__0__123__TZM__142__142_20260419,27__1__110__TZM__209__6__209__6_20260419
8165,WATE1,2,0,150__1__114__TZM__413__3__413__3_20260419,HVL__1__2619__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,145__0__421__TZM__405__1__405__1_20260419,HVL__1__3853__RAIL__Rail_SaSu_+_Hol_20260419
1501,WAIK,2,240,281__0__113__UZM__4021__1__4021__1_20260419,KPL__1__6237__RAIL__Rail_MTuWThF-XHol_20260419
1006,PARA1,2,0,262__1__126__UZM__4023__1__4023__1_20260419,KPL__1__6319__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__3846__RAIL__Rail_SaSu_+_Hol_20260419,120__0__457__TZM__410__410_20260419
PORI2,2001,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol_20260419,220__0__189__TZM__325__3__325__3_20260419
PARA2,1005,2,0,KPL__0__6318__RAIL__Rail_MTuWThF-XHol_20260419,262__0__123__UZM__4039__1__4039__1_20260419
UPPE,8579,2,240,HVL__0__3640__RAIL__Rail_MTuWThF-XHol_20260419,112__0__135__TZM__426__426_20260419
2001,PORI1,2,0,220__0__103__TZM__306__3__306__3_20260419,KPL__1__6207__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,220__0__103__TZM__306__4__306__4_20260419,KPL__1__6207__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,110__1__172__TZM__430__430_20260419,HVL__1__3617__RAIL__Rail_MTuWThF-XHol_20260419
9001,PETO1,2,0,150__1__104__TZM__413__3__413__3_20260419,MEL__1__5605__RAIL__Rail_MEL_WEST_20260419
8140,WATE1,2,0,160__1__170__TZM__615__1__615__1_20260419,HVL__1__3653__RAIL__Rail_MTuWThF-XHol_20260419
8140,WATE1,2,0,160__1__170__TZM__615__3__615__3_20260419,HVL__1__3653__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__3830__RAIL__Rail_SaSu_+_Hol_20260419,130__0__423__TZM__411__1__411__1_20260419
TAIT2,9297,2,0,HVL__0__2638__RAIL__Rail_MTuWThF-XHol_20260419,121__0__123__TZM__425__425_20260419
2003,PORI1,2,0,210__1__134__TZM__301__2__301__2_20260419,KPL__1__6333__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,210__1__134__TZM__301__5__301__5_20260419,KPL__1__6333__RAIL__Rail_MTuWThF-XHol_20260419
8140,WATE1,2,0,170__0__151__TZM__406__2__406__2_20260419,HVL__1__3623__RAIL__Rail_MTuWThF-XHol_20260419
UPPE,8579,2,240,HVL__0__3854__RAIL__Rail_SaSu_+_Hol_20260419,110__0__469__TZM__514__514_20260419
4500,WOOD,2,0,204__1__100__TZM__801__801_20260419,WRL__1__1601__RAIL__Rail_MTuWThF-XHol_20260419
PARA2,1004,2,0,KPL__0__6412__RAIL__Rail_Sa_20260419,250__0__401__UZM__710__1__710__1_20260419
TAIT2,9251,2,0,HVL__0__2634__RAIL__Rail_MTuWThF-XHol_20260419,120__0__137__TZM__607__1__607__1_20260419
9001,PETO1,2,0,150__1__132__TZM__413__3__413__3_20260419,HVL__1__3607__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,149__0__121__TZM__401__4__401__4_20260419,HVL__1__3617__RAIL__Rail_MTuWThF-XHol_20260419
1006,PARA1,2,0,262__1__120__UZM__4014__1__4014__1_20260419,KPL__1__6301__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,130__1__184__TZM__439__1__439__1_20260419,HVL__1__4621__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,150__1__404__TZM__403__2__403__2_20260419,HVL__1__3817__RAIL__Rail_SaSu_+_Hol_20260419
8165,WATE1,2,0,150__1__702__TZM__405__405_20260419,HVL__1__3817__RAIL__Rail_SaSu_+_Hol_20260419
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol_20260419,220__0__149__TZM__321__321_20260419
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol_20260419,220__0__149__TZM__321__3__321__3_20260419
9525,TREN1,2,0,114__0__109__TZM__514__3__514__3_20260419,HVL__1__2625__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2003,2,0,KPL__0__6440__RAIL__Rail_SaSu_+_Hol_20260419,220__1__428__TZM__310__1__310__1_20260419
7730,7730,2,120,27__0__707__TZM__113__1__113__1_20260419,7__1__718__TZM__114__1__114__1_20260419
1006,PARA1,2,0,262__1__164__UZM__4019__1__4019__1_20260419,KPL__1__6229__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20260419,120__0__713__TZM__407__1__407__1_20260419
PORI2,2001,2,0,KPL__0__6334__RAIL__Rail_MTuWThF-XHol_20260419,220__0__185__TZM__302__4__302__4_20260419
PORI2,2001,2,0,KPL__0__6334__RAIL__Rail_MTuWThF-XHol_20260419,220__0__185__TZM__302__10__302__10_20260419
UPPE,8579,2,240,HVL__0__3634__RAIL__Rail_MTuWThF-XHol_20260419,110__0__185__TZM__513__1__513__1_20260419
2002,PORI1,2,0,230__1__106__TZM__303__8__303__8_20260419,KPL__1__6213__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2001,2,0,KPL__0__6470__RAIL__Rail_SaSu_+_Hol_20260419,220__0__461__TZM__303__4__303__4_20260419
PORI2,2003,2,0,KPL__0__6452__RAIL__Rail_SaSu_+_Hol_20260419,220__1__732__TZM__304__304_20260419
PORI2,2003,2,0,KPL__0__6426__RAIL__Rail_SaSu_+_Hol_20260419,220__1__706__TZM__301__301_20260419
FEAT,1810,2,0,WRL__0__1602__RAIL__Rail_MTuWThF-XHol_20260419,200__0__111__TZM__703__2__703__2_20260419
PARA2,1004,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol_20260419,250__0__115__UZM__4007__1__4007__1_20260419
2001,PORI1,2,0,220__0__407__TZM__305__2__305__2_20260419,KPL__1__6413__RAIL__Rail_Sa_20260419
PARA2,1005,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol_20260419,262__0__169__UZM__4048__1__4048__1_20260419
WATE2,9140,2,0,HVL__0__4630__RAIL__Rail_MTuWThF-XHol_20260419,160__0__167__TZM__602__5__602__5_20260419
8251,TAIT1,2,0,120__1__730__TZM__408__408_20260419,HVL__1__3847__RAIL__Rail_SaSu_+_Hol_20260419
1501,WAIK,2,240,280__0__721__UZM__104__104_20260419,KPL__1__6455__RAIL__Rail_SaSu_+_Hol_20260419
1501,WAIK,2,240,280__0__421__UZM__719__1__719__1_20260419,KPL__1__6455__RAIL__Rail_SaSu_+_Hol_20260419
PARA2,1004,2,0,KPL__0__6464__RAIL__Rail_SaSu_+_Hol_20260419,260__0__427__UZM__703__703_20260419
6733,6730,2,120,7__0__745__TZM__201__201_20260419,27__1__722__TZM__201__201_20260419
PORI2,2003,2,0,KPL__0__6434__RAIL__Rail_SaSu_+_Hol_20260419,220__1__714__TZM__308__308_20260419
WATE2,9140,2,0,HVL__0__3820__RAIL__Rail_SaSu_+_Hol_20260419,170__0__413__TZM__604__604_20260419
8580,UPPE,2,240,111__0__447__TZM__507__1__507__1_20260419,HVL__1__3855__RAIL__Rail_SaSu_+_Hol_20260419
2600,PARE,2,240,236__1__144__TZM__310__2__310__2_20260419,KPL__1__6355__RAIL__Rail_MTuWThF-XHol_20260419
2600,PARE,2,240,236__1__144__TZM__310__5__310__5_20260419,KPL__1__6355__RAIL__Rail_MTuWThF-XHol_20260419
1006,PARA1,2,0,261__1__428__UZM__705__1__705__1_20260419,KPL__1__6465__RAIL__Rail_SaSu_+_Hol_20260419
2003,PORI1,2,0,220__1__460__TZM__303__4__303__4_20260419,KPL__1__6469__RAIL__Rail_SaSu_+_Hol_20260419
2001,PORI1,2,0,220__0__463__TZM__312__2__312__2_20260419,KPL__1__6469__RAIL__Rail_SaSu_+_Hol_20260419
TAIT2,9251,2,0,HVL__0__3830__RAIL__Rail_SaSu_+_Hol_20260419,120__0__425__TZM__416__416_20260419
PARA2,1005,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol_20260419,262__0__151__UZM__4044__1__4044__1_20260419
8165,WATE1,2,0,145__0__417__TZM__405__1__405__1_20260419,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260419
2002,PORI1,2,0,236__1__116__TZM__308__3__308__3_20260419,KPL__1__6223__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,236__1__116__TZM__308__10__308__10_20260419,KPL__1__6223__RAIL__Rail_MTuWThF-XHol_20260419
UPPE,8579,2,240,HVL__0__3870__RAIL__Rail_SaSu_+_Hol_20260419,110__0__491__TZM__402__1__402__1_20260419
3935,LIND,2,240,59__1__102__MNM__5021__1__5021__1_20260419,KPL__1__8207__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9140,2,0,HVL__0__3868__RAIL__Rail_SaSu_+_Hol_20260419,160__0__459__TZM__602__2__602__2_20260419
TAIT2,9251,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol_20260419,120__0__173__TZM__435__435_20260419
3000,3000,2,240,1__0__185__TZM__133__133_20260419,19__0__161__TZM__124__124_20260419
8165,WATE1,2,0,130__1__134__TZM__609__609_20260419,HVL__1__2633__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,110__1__168__TZM__502__6__502__6_20260524,HVL__1__3613__RAIL__Rail_MTuWThF-XHol_20260524
3951,TAKA1,2,0,59__1__108__MNM__5041__1__5041__1_20260524,KPL__1__6235__RAIL__Rail_MTuWThF-XHol_20260524
7730,7730,2,120,27__0__127__TZM__106__6__106__6_20260524,7__1__210__TZM__216__3__216__3_20260524
WAIK,1501,2,120,KPL__0__6338__RAIL__Rail_MTuWThF-XHol_20260524,281__0__129__UZM__4042__1__4042__1_20260524
9001,PETO1,2,0,150__1__142__TZM__511__1__511__1_20260524,MEL__1__5631__RAIL__Rail_MEL_WEST_20260524
PORI2,2001,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol_20260524,226__0__111__TZM__309__4__309__4_20260524
PORI2,2001,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol_20260524,226__0__111__TZM__309__8__309__8_20260524
PETO2,9001,2,0,MEL__0__5628__RAIL__Rail_MEL_WEST_20260524,150__0__139__TZM__438__438_20260524
PETO2,9001,2,0,MEL__0__5628__RAIL__Rail_MEL_WEST_20260524,150__0__139__TZM__438__3__438__3_20260524
PETO2,9001,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol_20260524,150__0__139__TZM__438__438_20260524
PETO2,9001,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol_20260524,150__0__139__TZM__438__3__438__3_20260524
8580,UPPE,2,240,112__1__120__TZM__514__3__514__3_20260524,HVL__1__3607__RAIL__Rail_MTuWThF-XHol_20260524
WATE2,9140,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol_20260524,170__0__157__TZM__527__527_20260524
8251,TAIT1,2,0,120__1__142__TZM__601__3__601__3_20260524,HVL__1__2635__RAIL__Rail_MTuWThF-XHol_20260524
PARA2,1004,2,0,KPL__0__6314__RAIL__Rail_MTuWThF-XHol_20260524,260__0__155__UZM__4045__1__4045__1_20260524
7720,7700,2,60,17__1__116__TZM__124__124_20260524,7__1__136__TZM__148__148_20260524
8140,WATE1,2,0,170__0__425__TZM__602__2__602__2_20260524,HVL__1__3833__RAIL__Rail_SaSu_+_Hol_20260524
8580,UPPE,2,240,113__1__102__TZM__508__2__508__2_20260524,HVL__1__2617__RAIL__Rail_MTuWThF-XHol_20260524
2002,PORI1,2,0,230__1__712__TZM__305__1__305__1_20260524,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260524
2002,PORI1,2,0,230__1__416__TZM__308__1__308__1_20260524,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9140,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20260524,160__0__109__TZM__604__2__604__2_20260524
8165,WATE1,2,0,149__0__125__TZM__418__1__418__1_20260524,HVL__1__3629__RAIL__Rail_MTuWThF-XHol_20260524
1006,PARA1,2,0,261__1__140__UZM__4041__1__4041__1_20260524,KPL__1__6337__RAIL__Rail_MTuWThF-XHol_20260524
8580,UPPE,2,240,112__1__134__TZM__508__2__508__2_20260524,HVL__1__3641__RAIL__Rail_MTuWThF-XHol_20260524
PORI2,2003,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20260524,220__1__108__TZM__302__4__302__4_20260524
PORI2,2003,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20260524,220__1__108__TZM__302__10__302__10_20260524
1006,PARA1,2,0,261__1__162__UZM__4048__1__4048__1_20260524,KPL__1__6333__RAIL__Rail_MTuWThF-XHol_20260524
2001,PORI1,2,0,226__0__137__TZM__315__1__315__1_20260524,KPL__1__6317__RAIL__Rail_MTuWThF-XHol_20260524
3081,3081,2,240,19__0__733__TZM__205__205_20260524,1__1__770__TZM__203__203_20260524
8165,WATE1,2,0,150__1__408__TZM__405__1__405__1_20260524,HVL__1__3823__RAIL__Rail_SaSu_+_Hol_20260524
PORI2,2003,2,0,KPL__0__6456__RAIL__Rail_SaSu_+_Hol_20260524,226__0__443__TZM__303__4__303__4_20260524
UPPE,8579,2,240,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20260524,110__0__425__TZM__512__512_20260524
TAIT2,9297,2,0,HVL__0__3632__RAIL__Rail_MTuWThF-XHol_20260524,121__0__135__TZM__411__2__411__2_20260524
TAIT2,9297,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol_20260524,121__0__135__TZM__411__2__411__2_20260524
WATE2,9165,2,0,HVL__0__3818__RAIL__Rail_SaSu_+_Hol_20260524,130__0__405__TZM__411__1__411__1_20260524
1006,PARA1,2,0,250__0__133__UZM__4049__1__4049__1_20260524,KPL__1__6329__RAIL__Rail_MTuWThF-XHol_20260524
8140,WATE1,2,0,160__1__150__TZM__612__612_20260524,HVL__1__3625__RAIL__Rail_MTuWThF-XHol_20260524
8140,WATE1,2,0,160__1__434__TZM__602__2__602__2_20260524,HVL__1__3843__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9140,2,0,HVL__0__2620__RAIL__Rail_MTuWThF-XHol_20260524,170__0__123__TZM__614__614_20260524
8580,UPPE,2,240,111__0__443__TZM__505__1__505__1_20260524,HVL__1__3851__RAIL__Rail_SaSu_+_Hol_20260524
1006,PARA1,2,0,261__1__426__UZM__705__1__705__1_20260524,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9165,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20260524,130__0__109__TZM__411__2__411__2_20260524
PARA2,1005,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol_20260524,262__0__149__UZM__4044__1__4044__1_20260524
6733,6730,2,120,7__0__409__TZM__109__2__109__2_20260524,27__1__404__TZM__107__2__107__2_20260524
9001,PETO1,2,0,154__0__107__TZM__404__6__404__6_20260524,MEL__1__5603__RAIL__Rail_MEL_WEST_20260524
8165,WATE1,2,0,145__0__415__TZM__405__1__405__1_20260524,HVL__1__3841__RAIL__Rail_SaSu_+_Hol_20260524
3081,3081,2,240,19__0__187__TZM__201__2__201__2_20260524,1__1__130__TZM__108__6__108__6_20260524
UPPE,8579,2,240,HVL__0__3868__RAIL__Rail_SaSu_+_Hol_20260524,110__0__751__TZM__506__506_20260524
PORI2,2001,2,0,KPL__0__6428__RAIL__Rail_SaSu_+_Hol_20260524,210__0__407__TZM__306__1__306__1_20260524
8580,UPPE,2,240,110__1__712__TZM__505__505_20260524,HVL__1__3825__RAIL__Rail_SaSu_+_Hol_20260524
8580,UPPE,2,240,110__1__420__TZM__509__509_20260524,HVL__1__3825__RAIL__Rail_SaSu_+_Hol_20260524
2003,PORI1,2,0,220__1__432__TZM__311__311_20260524,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__725__TZM__306__306_20260524,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260524
2001,PORI1,2,0,220__0__433__TZM__309__2__309__2_20260524,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260524
2003,PORI1,2,0,220__1__724__TZM__304__304_20260524,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260524
PORI2,2003,2,0,KPL__0__6464__RAIL__Rail_SaSu_+_Hol_20260524,220__1__744__TZM__308__308_20260524
9001,PETO1,2,0,154__0__109__TZM__404__6__404__6_20260524,MEL__1__5605__RAIL__Rail_MEL_WEST_20260524
8580,UPPE,2,240,112__1__412__TZM__505__1__505__1_20260524,HVL__1__3839__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9140,2,0,HVL__0__3822__RAIL__Rail_SaSu_+_Hol_20260524,170__0__705__TZM__602__1__602__1_20260524
WATE2,8165,2,240,HVL__0__2614__RAIL__Rail_MTuWThF-XHol_20260524,149__0__103__TZM__422__422_20260524
2002,PORI1,2,0,230__1__432__TZM__307__1__307__1_20260524,KPL__1__6467__RAIL__Rail_SaSu_+_Hol_20260524
9525,TREN1,2,0,114__0__421__TZM__502__3__502__3_20260524,HVL__1__3853__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9165,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol_20260524,145__0__111__TZM__416__1__416__1_20260524
PORI2,2003,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol_20260524,220__1__168__TZM__303__8__303__8_20260524
9001,PETO1,2,0,150__1__414__TZM__412__1__412__1_20260524,HVL__1__3831__RAIL__Rail_SaSu_+_Hol_20260524
9001,PETO1,2,0,150__1__708__TZM__403__1__403__1_20260524,HVL__1__3831__RAIL__Rail_SaSu_+_Hol_20260524
WATE2,9165,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol_20260524,130__0__165__TZM__428__428_20260524
SILV,8416,2,240,HVL__0__2624__RAIL__Rail_MTuWThF-XHol_20260524,115__0__111__TZM__509__1__509__1_20260524
UPPE,8579,2,240,HVL__0__3818__RAIL__Rail_SaSu_+_Hol_20260524,112__0__403__TZM__505__1__505__1_20260524
PETO2,9001,2,0,MEL__0__5636__RAIL__Rail_MEL_WEST_20260524,154__0__127__TZM__410__1__410__1_20260524
PETO2,9001,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20260524,154__0__127__TZM__410__1__410__1_20260524
7720,6720,2,0,29__0__133__TZM__136__136_20260524,7__0__219__TZM__108__6__108__6_20260524
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu_+_Hol_20260524,210__0__425__TZM__312__2__312__2_20260524
3081,3081,2,240,19__0__737__TZM__202__202_20260524,1__1__778__TZM__112__1__112__1_20260524
6733,6730,2,120,7__0__725__TZM__117__1__117__1_20260524,27__1__712__TZM__208__208_20260524
8165,WATE1,2,0,130__1__130__TZM__414__1__414__1_20260524,HVL__1__2629__RAIL__Rail_MTuWThF-XHol_20260524
