from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
UPPE,8579,2,240,HVL__0__3632__RAIL__Rail_MTuWThF-XHol_20260419,110__0__181__TZM__516__516_20260419
UPPE,8579,2,240,HVL__0__3860__RAIL__Rail_SaSu_+_Hol_20260419,110__0__477__TZM__511__511_20260419
WATE2,9140,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol_20260419,170__0__137__TZM__433__433_20260419
WAIK,1501,2,120,KPL__0__6328__RAIL__Rail_MTuWThF-XHol_20260419,280__0__139__UZM__4032__1__4032__1_20260419
8580,UPPE,2,240,112__1__410__TZM__507__1__507__1_20260419,HVL__1__3835__RAIL__Rail_SaSu_+_Hol_20260419
WATE2,9140,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol_20260419,170__0__157__TZM__527__527_20260419
PETO2,9001,2,0,MEL__0__5628__RAIL__Rail_MEL_WEST_20260419,150__0__139__TZM__438__438_20260419
PETO2,9001,2,0,MEL__0__5628__RAIL__Rail_MEL_WEST_20260419,150__0__139__TZM__438__3__438__3_20260419
PETO2,9001,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol_20260419,150__0__139__TZM__438__438_20260419
PETO2,9001,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol_20260419,150__0__139__TZM__438__3__438__3_20260419
7730,7730,2,120,27__0__721__TZM__107__1__107__1_20260419,7__1__746__TZM__119__119_20260419
8580,UPPE,2,240,110__1__404__TZM__504__1__504__1_20260419,HVL__1__3813__RAIL__Rail_Sa_20260419
8165,WATE1,2,0,150__1__148__TZM__438__438_20260419,HVL__1__4621__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,150__1__148__TZM__438__3__438__3_20260419,HVL__1__4621__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,149__0__125__TZM__418__1__418__1_20260419,HVL__1__3629__RAIL__Rail_MTuWThF-XHol_20260419
7730,7730,2,120,27__0__109__TZM__139__139_20260419,7__1__158__TZM__117__3__117__3_20260419
WATE2,9140,2,0,HVL__0__3824__RAIL__Rail_SaSu_+_Hol_20260419,170__0__417__TZM__409__409_20260419
8580,UPPE,2,240,111__0__145__TZM__523__1__523__1_20260419,HVL__1__3633__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__2638__RAIL__Rail_MTuWThF-XHol_20260419,120__0__141__TZM__420__420_20260419
WATE2,9165,2,0,HVL__0__2632__RAIL__Rail_MTuWThF-XHol_20260419,130__0__125__TZM__423__423_20260419
9525,TREN1,2,0,114__0__103__TZM__504__2__504__2_20260419,HVL__1__2613__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2001,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20260419,220__0__113__TZM__311__2__311__2_20260419
PORI2,2001,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol_20260419,220__0__113__TZM__311__6__311__6_20260419
TAIT2,9297,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol_20260419,121__0__135__TZM__411__2__411__2_20260419
TAIT2,9297,2,0,HVL__0__3632__RAIL__Rail_MTuWThF-XHol_20260419,121__0__135__TZM__411__2__411__2_20260419
UPPE,8579,2,240,HVL__0__3832__RAIL__Rail_SaSu_+_Hol_20260419,110__0__713__TZM__503__1__503__1_20260419
8140,WATE1,2,0,170__0__117__TZM__423__423_20260419,HVL__1__4613__RAIL__Rail_MTuWThF-XHol_20260419
8297,TAIT1,2,0,121__1__410__TZM__407__2__407__2_20260419,HVL__1__3833__RAIL__Rail_SaSu_+_Hol_20260419
PARA2,1004,2,0,KPL__0__6418__RAIL__Rail_SaSu_+_Hol_20260419,260__0__405__UZM__701__701_20260419
3951,TAKA1,2,0,59__0__101__MNM__5021__1__5021__1_20260419,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__109__TZM__304__2__304__2_20260419,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__109__TZM__304__14__304__14_20260419,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__109__TZM__304__15__304__15_20260419,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__109__TZM__304__16__304__16_20260419,KPL__1__6215__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9140,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol_20260419,160__0__115__TZM__612__612_20260419
2001,PORI1,2,0,226__0__417__TZM__307__1__307__1_20260419,KPL__1__6423__RAIL__Rail_SaSu_+_Hol_20260419
9001,PETO1,2,0,154__0__111__TZM__432__432_20260419,HVL__1__2621__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__2644__RAIL__Rail_MTuWThF-XHol_20260419,150__0__125__TZM__413__3__413__3_20260419
PARA2,1005,2,0,KPL__0__6464__RAIL__Rail_SaSu_+_Hol_20260419,262__0__427__UZM__705__1__705__1_20260419
6733,6730,2,120,7__0__143__TZM__129__129_20260419,27__1__116__TZM__137__137_20260419
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol_20260419,210__0__117__TZM__306__3__306__3_20260419
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol_20260419,210__0__117__TZM__306__4__306__4_20260419
3081,3081,2,240,19__0__165__TZM__137__137_20260419,1__1__224__TZM__208__3__208__3_20260419
7720,7700,2,60,17__1__150__TZM__126__126_20260419,7__1__138__TZM__147__147_20260419
8165,WATE1,2,0,149__0__105__TZM__422__422_20260419,HVL__1__4613__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol_20260419,130__0__135__TZM__430__430_20260419
3081,3081,2,240,19__0__709__TZM__213__213_20260419,1__1__724__TZM__101__1__101__1_20260419
1006,PARA1,2,0,260__1__114__UZM__4005__1__4005__1_20260419,KPL__1__6221__RAIL__Rail_MTuWThF-XHol_20260419
UPPE,8579,2,240,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20260419,110__0__417__TZM__501__2__501__2_20260419
1501,WAIK,2,240,281__0__121__UZM__4032__1__4032__1_20260419,KPL__1__6323__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2001,2,0,KPL__0__6428__RAIL__Rail_SaSu_+_Hol_20260419,210__0__705__TZM__303__2__303__2_20260419
2002,PORI1,2,0,230__1__132__TZM__318__318_20260419,KPL__1__6323__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,230__1__132__TZM__318__1__318__1_20260419,KPL__1__6323__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2003,2,0,KPL__0__6464__RAIL__Rail_SaSu_+_Hol_20260419,220__1__744__TZM__308__308_20260419
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_SaSu_+_Hol_20260419,130__0__407__TZM__402__1__402__1_20260419
8165,WATE1,2,0,145__0__127__TZM__603__5__603__5_20260419,HVL__1__3625__RAIL__Rail_MTuWThF-XHol_20260419
1006,PARA1,2,0,260__1__144__UZM__4045__1__4045__1_20260419,KPL__1__6321__RAIL__Rail_MTuWThF-XHol_20260419
8297,TAIT1,2,0,121__1__400__TZM__404__1__404__1_20260419,HVL__1__3813__RAIL__Rail_Sa_20260419
WATE2,9165,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol_20260419,145__0__111__TZM__416__1__416__1_20260419
PORI2,2003,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol_20260419,220__1__168__TZM__303__8__303__8_20260419
PETO2,9001,2,0,HVL__0__4622__RAIL__Rail_MTuWThF-XHol_20260419,154__0__127__TZM__410__1__410__1_20260419
PETO2,9001,2,0,MEL__0__5636__RAIL__Rail_MEL_WEST_20260419,154__0__127__TZM__410__1__410__1_20260419
WATE2,9140,2,0,HVL__0__3608__RAIL__Rail_MTuWThF-XHol_20260419,170__0__143__TZM__603__5__603__5_20260419
8580,UPPE,2,240,112__1__118__TZM__526__1__526__1_20260419,HVL__1__3601__RAIL__Rail_MTuWThF-XHol_20260419
1006,PARA1,2,0,260__1__156__UZM__4217__1__4217__1_20260419,KPL__1__6309__RAIL__Rail_MTuWThF-XHol_20260419
SILV,8416,2,240,HVL__0__3824__RAIL__Rail_SaSu_+_Hol_20260419,115__0__407__TZM__507__1__507__1_20260419
6733,6730,2,120,7__0__167__TZM__103__5__103__5_20260419,27__1__122__TZM__139__139_20260419
UPPE,8579,2,240,HVL__0__3838__RAIL__Rail_SaSu_+_Hol_20260419,112__0__413__TZM__506__1__506__1_20260419
8165,WATE1,2,0,130__1__418__TZM__402__1__402__1_20260419,HVL__1__3823__RAIL__Rail_SaSu_+_Hol_20260419
8165,WATE1,2,0,130__1__710__TZM__406__406_20260419,HVL__1__3823__RAIL__Rail_SaSu_+_Hol_20260419
3000,3000,2,240,1__0__441__TZM__209__3__209__3_20260419,19__0__421__TZM__107__2__107__2_20260419
UPPE,8579,2,240,HVL__0__2618__RAIL__Rail_MTuWThF-XHol_20260419,110__0__107__TZM__502__6__502__6_20260419
WATE2,9165,2,0,HVL__0__3850__RAIL__Rail_SaSu_+_Hol_20260419,130__0__463__TZM__415__415_20260419
1006,PARA1,2,0,250__0__101__UZM__4007__1__4007__1_20260419,KPL__1__6209__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,110__1__118__TZM__528__3__528__3_20260419,HVL__1__2617__RAIL__Rail_MTuWThF-XHol_20260419
8297,TAIT1,2,0,121__1__120__TZM__425__425_20260419,HVL__1__3601__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2003,2,0,KPL__0__6450__RAIL__Rail_SaSu_+_Hol_20260419,220__1__730__TZM__302__2__302__2_20260419
PARA2,1005,2,0,KPL__0__6438__RAIL__Rail_SaSu_+_Hol_20260419,261__0__713__UZM__114__114_20260419
WATE2,9140,2,0,HVL__0__3858__RAIL__Rail_SaSu_+_Hol_20260419,160__0__723__TZM__408__408_20260419
PORI2,2001,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol_20260419,226__0__139__TZM__320__320_20260419
PORI2,2001,2,0,KPL__0__8210__RAIL__Rail_MTuWThF-XHol_20260419,226__0__139__TZM__320__320_20260419
2003,PORI1,2,0,226__0__103__TZM__309__4__309__4_20260419,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,226__0__103__TZM__309__8__309__8_20260419,KPL__1__7205__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__3620__RAIL__Rail_MTuWThF-XHol_20260419,130__0__161__TZM__614__614_20260419
8251,TAIT1,2,0,120__1__722__TZM__502__2__502__2_20260419,HVL__1__3839__RAIL__Rail_SaSu_+_Hol_20260419
TAIT2,9251,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol_20260419,120__0__111__TZM__437__437_20260419
8165,WATE1,2,0,145__0__125__TZM__609__609_20260419,HVL__1__3623__RAIL__Rail_MTuWThF-XHol_20260419
UPPE,8579,2,240,HVL__0__3664__RAIL__Rail_MTuWThF-XHol_20260419,110__0__101__TZM__302__4__302__4_20260419
3951,TAKA1,2,0,59__0__119__MNM__5042__1__5042__1_20260419,KPL__1__6323__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__3616__RAIL__Rail_MTuWThF-XHol_20260419,120__0__165__TZM__601__3__601__3_20260419
8165,WATE1,2,0,130__1__194__TZM__611__2__611__2_20260419,HVL__1__3645__RAIL__Rail_MTuWThF-XHol_20260419
8140,WATE1,2,0,160__1__120__TZM__604__2__604__2_20260419,HVL__1__2621__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9140,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol_20260419,160__0__107__TZM__601__3__601__3_20260419
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_SaSu_+_Hol_20260419,220__1__740__TZM__304__304_20260419
1006,PARA1,2,0,261__1__106__UZM__4013__1__4013__1_20260419,KPL__1__6233__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__3836__RAIL__Rail_SaSu_+_Hol_20260419,130__0__719__TZM__401__2__401__2_20260419
PORI2,2003,2,0,KPL__0__6228__RAIL__Rail_MTuWThF-XHol_20260419,226__0__113__TZM__314__314_20260419
7730,7730,2,120,27__0__131__TZM__209__6__209__6_20260419,7__1__234__TZM__216__3__216__3_20260419
8251,TAIT1,2,0,120__1__206__TZM__438__438_20260419,HVL__1__3647__RAIL__Rail_MTuWThF-XHol_20260419
8251,TAIT1,2,0,120__1__206__TZM__438__3__438__3_20260419,HVL__1__3647__RAIL__Rail_MTuWThF-XHol_20260419
PARA2,1005,2,0,KPL__0__6456__RAIL__Rail_SaSu_+_Hol_20260419,262__0__723__UZM__115__1__115__1_20260419
8165,WATE1,2,0,150__1__430__TZM__404__1__404__1_20260419,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260419
8165,WATE1,2,0,150__1__716__TZM__403__1__403__1_20260419,HVL__1__3845__RAIL__Rail_SaSu_+_Hol_20260419
8297,TAIT1,2,0,121__1__104__TZM__403__4__403__4_20260419,HVL__1__4601__RAIL__Rail_MTuWThF-XHol_20260419
6055,6017,2,240,1__1__470__TZM__204__2__204__2_20260419,23__0__419__TZM__215__2__215__2_20260419
WATE2,9140,2,0,HVL__0__3864__RAIL__Rail_SaSu_+_Hol_20260419,160__0__455__TZM__601__2__601__2_20260419
WATE2,9140,2,0,HVL__0__3656__RAIL__Rail_MTuWThF-XHol_20260419,160__0__177__TZM__609__609_20260419
8580,UPPE,2,240,111__0__137__TZM__512__1__512__1_20260419,HVL__1__3619__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,220__0__457__TZM__302__3__302__3_20260419,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20260419
2003,PORI1,2,0,220__1__748__TZM__307__307_20260419,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20260419
2001,PORI1,2,0,220__0__749__TZM__308__308_20260419,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20260419
2003,PORI1,2,0,220__1__454__TZM__311__311_20260419,KPL__1__6463__RAIL__Rail_SaSu_+_Hol_20260419
SILV,8416,2,240,HVL__0__3614__RAIL__Rail_MTuWThF-XHol_20260419,115__0__121__TZM__514__3__514__3_20260419
PORI2,2003,2,0,KPL__0__6460__RAIL__Rail_SaSu_+_Hol_20260419,226__0__447__TZM__309__2__309__2_20260419
WATE2,9140,2,0,HVL__0__3846__RAIL__Rail_SaSu_+_Hol_20260419,170__0__439__TZM__602__2__602__2_20260419
1006,PARA1,2,0,260__1__120__UZM__4004__1__4004__1_20260419,KPL__1__6235__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2001,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol_20260419,226__0__141__TZM__315__1__315__1_20260419
PORI2,2001,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol_20260419,226__0__141__TZM__315__1__315__1_20260419
UPPE,8579,2,240,HVL__0__3864__RAIL__Rail_SaSu_+_Hol_20260419,110__0__483__TZM__402__1__402__1_20260419
9001,PETO1,2,0,154__0__125__TZM__420__420_20260419,MEL__1__5635__RAIL__Rail_MEL_WEST_20260419
6055,6017,2,240,1__1__710__TZM__210__1__210__1_20260419,23__0__703__TZM__214__1__214__1_20260419
3081,3081,2,240,19__0__409__TZM__104__4__104__4_20260419,1__1__428__TZM__210__2__210__2_20260419
8140,WATE1,2,0,160__1__122__TZM__612__612_20260419,HVL__1__2623__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,210__1__710__TZM__301__301_20260419,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20260419
2003,PORI1,2,0,210__1__412__TZM__305__2__305__2_20260419,KPL__1__6431__RAIL__Rail_SaSu_+_Hol_20260419
TAIT2,9251,2,0,HVL__0__4626__RAIL__Rail_MTuWThF-XHol_20260419,120__0__197__TZM__438__438_20260419
TAIT2,9251,2,0,HVL__0__4626__RAIL__Rail_MTuWThF-XHol_20260419,120__0__197__TZM__438__3__438__3_20260419
TAIT2,9251,2,0,HVL__0__3642__RAIL__Rail_MTuWThF-XHol_20260419,120__0__197__TZM__438__438_20260419
TAIT2,9251,2,0,HVL__0__3642__RAIL__Rail_MTuWThF-XHol_20260419,120__0__197__TZM__438__3__438__3_20260419
1006,PARA1,2,0,261__1__704__UZM__116__116_20260419,KPL__1__6421__RAIL__Rail_SaSu_+_Hol_20260419
1006,PARA1,2,0,261__1__404__UZM__720__1__720__1_20260419,KPL__1__6421__RAIL__Rail_SaSu_+_Hol_20260419
9001,PETO1,2,0,150__1__720__TZM__403__1__403__1_20260419,HVL__1__3855__RAIL__Rail_SaSu_+_Hol_20260419
9001,PETO1,2,0,150__1__436__TZM__404__1__404__1_20260419,HVL__1__3855__RAIL__Rail_SaSu_+_Hol_20260419
8165,WATE1,2,0,130__1__192__TZM__439__1__439__1_20260419,HVL__1__3643__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__3856__RAIL__Rail_SaSu_+_Hol_20260419,120__0__737__TZM__407__1__407__1_20260419
8165,WATE1,2,0,130__1__124__TZM__418__1__418__1_20260419,HVL__1__2625__RAIL__Rail_MTuWThF-XHol_20260419
PARA2,1005,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol_20260419,261__0__147__UZM__4013__1__4013__1_20260419
WAIK,1501,2,120,KPL__0__6454__RAIL__Rail_SaSu_+_Hol_20260419,281__0__721__UZM__104__104_20260419
8140,WATE1,2,0,170__0__185__TZM__615__1__615__1_20260419,HVL__1__3661__RAIL__Rail_MTuWThF-XHol_20260419
8140,WATE1,2,0,170__0__185__TZM__615__3__615__3_20260419,HVL__1__3661__RAIL__Rail_MTuWThF-XHol_20260419
WAIK,1501,2,120,KPL__0__6232__RAIL__Rail_MTuWThF-XHol_20260419,281__0__113__UZM__4021__1__4021__1_20260419
8165,WATE1,2,0,149__0__133__TZM__423__423_20260419,HVL__1__3643__RAIL__Rail_MTuWThF-XHol_20260419
7730,7730,2,120,27__0__129__TZM__149__149_20260419,7__1__214__TZM__113__3__113__3_20260419
PETO2,9001,2,0,MEL__0__5614__RAIL__Rail_MEL_WEST_20260419,150__0__115__TZM__432__432_20260419
PETO2,9001,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol_20260419,150__0__115__TZM__432__432_20260419
PORI2,2001,2,0,KPL__0__8218__RAIL__Rail_MTuWThF-XHol_20260419,210__0__135__TZM__317__1__317__1_20260419
PORI2,2001,2,0,KPL__0__6338__RAIL__Rail_MTuWThF-XHol_20260419,210__0__135__TZM__317__1__317__1_20260419
8165,WATE1,2,0,130__1__180__TZM__503__3__503__3_20260419,HVL__1__3629__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__3822__RAIL__Rail_SaSu_+_Hol_20260419,120__0__411__TZM__601__2__601__2_20260419
2003,PORI1,2,0,220__1__132__TZM__321__321_20260419,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,220__1__132__TZM__321__3__321__3_20260419,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,220__0__135__TZM__305__3__305__3_20260419,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,220__0__135__TZM__305__9__305__9_20260419,KPL__1__6231__RAIL__Rail_MTuWThF-XHol_20260419
1501,WAIK,2,240,280__0__157__UZM__4026__1__4026__1_20260419,KPL__1__6351__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,226__0__137__TZM__315__1__315__1_20260419,KPL__1__6319__RAIL__Rail_MTuWThF-XHol_20260419
PORI2,2001,2,0,KPL__0__6448__RAIL__Rail_SaSu_+_Hol_20260419,210__0__715__TZM__301__301_20260419
PARA2,1005,2,0,KPL__0__6430__RAIL__Rail_SaSu_+_Hol_20260419,261__0__409__UZM__718__1__718__1_20260419
8251,TAIT1,2,0,120__1__176__TZM__414__1__414__1_20260419,HVL__1__3619__RAIL__Rail_MTuWThF-XHol_20260419
8140,WATE1,2,0,160__1__174__TZM__611__2__611__2_20260419,HVL__1__3661__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9140,2,0,HVL__0__3820__RAIL__Rail_SaSu_+_Hol_20260419,160__0__409__TZM__410__410_20260419
1006,PARA1,2,0,261__1__134__UZM__4047__1__4047__1_20260419,KPL__1__6331__RAIL__Rail_MTuWThF-XHol_20260419
TAIT2,9251,2,0,HVL__0__3854__RAIL__Rail_SaSu_+_Hol_20260419,120__0__735__TZM__602__1__602__1_20260419
UPPE,8579,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol_20260419,110__0__163__TZM__607__1__607__1_20260419
PARA2,1005,2,0,KPL__0__6460__RAIL__Rail_SaSu_+_Hol_20260419,262__0__425__UZM__705__1__705__1_20260419
3081,3081,2,240,19__0__181__TZM__202__6__202__6_20260419,1__1__112__TZM__214__3__214__3_20260419
2003,PORI1,2,0,226__0__157__TZM__302__4__302__4_20260419,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20260419
2003,PORI1,2,0,226__0__157__TZM__302__10__302__10_20260419,KPL__1__6347__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9140,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol_20260419,170__0__169__TZM__419__1__419__1_20260419
PORI2,2001,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol_20260419,226__0__137__TZM__315__1__315__1_20260419
8580,UPPE,2,240,110__1__412__TZM__513__513_20260419,HVL__1__3821__RAIL__Rail_SaSu_+_Hol_20260419
8580,UPPE,2,240,110__1__708__TZM__502__1__502__1_20260419,HVL__1__3821__RAIL__Rail_SaSu_+_Hol_20260419
2002,PORI1,2,0,230__1__118__TZM__301__2__301__2_20260419,KPL__1__6229__RAIL__Rail_MTuWThF-XHol_20260419
2002,PORI1,2,0,230__1__118__TZM__301__4__301__4_20260419,KPL__1__6229__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,130__1__190__TZM__417__1__417__1_20260419,HVL__1__3641__RAIL__Rail_MTuWThF-XHol_20260419
8251,TAIT1,2,0,120__1__138__TZM__420__420_20260419,HVL__1__2633__RAIL__Rail_MTuWThF-XHol_20260419
UPPE,8579,2,240,HVL__0__3642__RAIL__Rail_MTuWThF-XHol_20260419,110__0__193__TZM__507__2__507__2_20260419
9416,SILV,2,240,115__0__419__TZM__506__1__506__1_20260419,HVL__1__3849__RAIL__Rail_SaSu_+_Hol_20260419
UPPE,8579,2,240,HVL__0__3656__RAIL__Rail_MTuWThF-XHol_20260419,110__0__207__TZM__502__6__502__6_20260419
8165,WATE1,2,0,149__0__131__TZM__423__423_20260419,HVL__1__3641__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,113__1__104__TZM__508__2__508__2_20260419,HVL__1__2621__RAIL__Rail_MTuWThF-XHol_20260419
8580,UPPE,2,240,110__1__106__TZM__525__1__525__1_20260419,HVL__1__2609__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9165,2,0,HVL__0__3826__RAIL__Rail_SaSu_+_Hol_20260419,150__0__407__TZM__403__2__403__2_20260419
1006,PARA1,2,0,262__1__412__UZM__707__1__707__1_20260419,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260419
1006,PARA1,2,0,262__1__710__UZM__117__117_20260419,KPL__1__6439__RAIL__Rail_SaSu_+_Hol_20260419
PORI2,2003,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol_20260419,226__0__157__TZM__302__4__302__4_20260419
PORI2,2003,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol_20260419,226__0__157__TZM__302__10__302__10_20260419
2003,PORI1,2,0,226__0__435__TZM__302__3__302__3_20260419,KPL__1__6443__RAIL__Rail_SaSu_+_Hol_20260419
7730,7730,2,120,27__0__419__TZM__101__2__101__2_20260419,7__1__474__TZM__113__2__113__2_20260419
WOOD,4500,2,0,WRL__0__1610__RAIL__Rail_MTuWThF-XHol_20260419,204__0__109__TZM__801__801_20260419
UPPE,8579,2,240,HVL__0__3614__RAIL__Rail_MTuWThF-XHol_20260419,111__0__135__TZM__512__1__512__1_20260419
2002,PORI1,2,0,230__1__112__TZM__303__8__303__8_20260419,KPL__1__6219__RAIL__Rail_MTuWThF-XHol_20260419
WATE2,9140,2,0,HVL__0__3656__RAIL__Rail_MTuWThF-XHol_20260419,170__0__183__TZM__438__438_20260419
WATE2,9140,2,0,HVL__0__3656__RAIL__Rail_MTuWThF-XHol_20260419,170__0__183__TZM__438__3__438__3_20260419
WATE2,9140,2,0,HVL__0__3840__RAIL__Rail_SaSu_+_Hol_20260419,160__0__713__TZM__402__402_20260419
1006,PARA1,2,0,261__1__718__UZM__113__113_20260419,KPL__1__6449__RAIL__Rail_SaSu_+_Hol_20260419
1006,PARA1,2,0,261__1__418__UZM__711__1__711__1_20260419,KPL__1__6449__RAIL__Rail_SaSu_+_Hol_20260419
1501,WAIK,2,240,280__0__125__UZM__4021__1__4021__1_20260419,KPL__1__6235__RAIL__Rail_MTuWThF-XHol_20260419
8165,WATE1,2,0,130__1__172__TZM__614__614_20260419,HVL__1__3621__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__125__TZM__304__2__304__2_20260419,KPL__1__6239__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__125__TZM__304__14__304__14_20260419,KPL__1__6239__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__125__TZM__304__15__304__15_20260419,KPL__1__6239__RAIL__Rail_MTuWThF-XHol_20260419
2001,PORI1,2,0,226__0__125__TZM__304__16__304__16_20260419,KPL__1__6239__RAIL__Rail_MTuWThF-XHol_20260419
UPPE,8579,2,240,HVL__0__3842__RAIL__Rail_SaSu_+_Hol_20260419,110__0__445__TZM__508__1__508__1_20260419
UPPE,8579,2,240,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20260419,110__0__709__TZM__501__1__501__1_20260419
UPPE,8579,2,240,HVL__0__3828__RAIL__Rail_SaSu_+_Hol_20260419,110__0__709__TZM__501__4__501__4_20260419
8580,UPPE,2,240,111__0__419__TZM__502__3__502__3_20260419,HVL__1__3827__RAIL__Rail_SaSu_+_Hol_20260419
3081,3081,2,240,19__0__443__TZM__216__2__216__2_20260419,1__1__518__TZM__117__2__117__2_20260419
9001,PETO1,2,0,154__0__129__TZM__410__1__410__1_20260419,HVL__1__3635__RAIL__Rail_MTuWThF-XHol_20260419
3081,3081,2,240,19__0__725__TZM__210__1__210__1_20260419,1__1__754__TZM__211__1__211__1_20260419
WAIK,1501,2,120,KPL__0__6216__RAIL__Rail_MTuWThF-XHol_20260419,280__0__115__UZM__4021__1__4021__1_20260419
PORI2,2003,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol_20260419,220__1__180__TZM__303__8__303__8_20260419
PORI2,2003,2,0,KPL__0__8216__RAIL__Rail_MTuWThF-XHol_20260419,220__1__180__TZM__303__8__303__8_20260419
PARA2,1004,2,0,KPL__0__6448__RAIL__Rail_SaSu_+_Hol_20260419,250__0__419__UZM__714__1__714__1_20260419
6055,6017,2,240,1__1__234__TZM__216__3__216__3_20260419,23__0__131__TZM__224__224_20260419
PORI2,2003,2,0,KPL__0__6238__RAIL__Rail_MTuWThF-XHol_20260419,220__1__130__TZM__303__8__303__8_20260419
